1	24 
2	17 
3	18 
4	31 
5	3 
6	17 
7	31 
8	19 
9	5 
10	8 
11	26 
12	27 
13	12 
14	1 
15	16 
16	24 
17	21 
18	24 
19	10 
20	6 
21	10 
22	24 
23	30 
24	10 
25	20 
26	11 
27	28 
28	10 
29	18 
30	31 
31	24 
32	8 
33	26 
34	17 
35	17 
36	11 
37	13 
38	2 
39	6 
40	14 
41	23 
42	6 
43	22 
44	25 
45	20 
46	31 
47	6 
48	12 
49	9 
50	25 
51	24 
52	8 
53	23 
54	28 
55	3 
56	29 
57	2 
58	16 
59	18 
60	14 
61	11 
62	31 
63	14 
64	7 
65	23 
66	1 
67	22 
68	1 
69	22 
70	9 
71	28 
72	13 
73	30 
74	5 
75	10 
76	16 
77	28 
78	22 
79	21 
80	27 
81	22 
82	22 
83	25 
84	7 
85	12 
86	30 
87	19 
88	25 
89	26 
90	22 
91	15 
92	19 
93	8 
94	17 
95	25 
96	6 
97	30 
98	30 
99	5 
100	27 
101	26 
102	5 
103	23 
104	6 
105	20 
106	5 
107	3 
108	28 
109	3 
110	8 
111	3 
112	24 
113	1 
114	8 
115	13 
116	20 
117	14 
118	4 
119	30 
120	26 
121	31 
122	7 
123	12 
124	15 
125	32 
126	5 
127	5 
128	24 
129	16 
130	2 
131	10 
132	31 
133	7 
134	29 
135	20 
136	26 
137	2 
138	23 
139	19 
140	23 
141	25 
142	4 
143	19 
144	4 
145	1 
146	6 
147	2 
148	9 
149	26 
150	31 
151	24 
152	7 
153	14 
154	16 
155	8 
156	26 
157	9 
158	15 
159	9 
160	9 
161	32 
162	29 
163	7 
164	6 
165	22 
166	7 
167	8 
168	28 
169	27 
170	32 
171	22 
172	29 
173	2 
174	15 
175	2 
176	3 
177	13 
178	7 
179	16 
180	13 
181	29 
182	24 
183	5 
184	32 
185	18 
186	14 
187	5 
188	15 
189	11 
190	32 
191	31 
192	4 
193	7 
194	6 
195	19 
196	11 
197	31 
198	30 
199	19 
200	1 
201	18 
202	17 
203	9 
204	4 
205	25 
206	3 
207	32 
208	23 
209	27 
210	1 
211	6 
212	19 
213	3 
214	5 
215	30 
216	2 
217	8 
218	12 
219	6 
220	6 
