id_0,id_1
0,184
0,271
0,543
0,569
0,643
0,648
0,685
0,697
0,719
0,968
1,18
1,41
1,631
1,764
1,777
1,796
1,824
1,869
1,952
1,988
2,219
2,442
2,450
2,498
2,647
2,659
2,724
2,738
2,769
2,869
3,318
3,385
3,660
3,737
3,772
3,780
3,793
3,865
3,885
3,947
4,26
4,219
4,294
4,532
4,535
4,647
4,665
4,769
4,805
4,971
5,323
5,665
5,703
5,791
5,802
5,813
5,873
5,884
5,924
5,982
6,415
6,562
6,693
6,797
6,838
6,846
6,894
6,946
6,961
6,964
7,127
7,236
7,305
7,338
7,439
7,473
7,483
7,487
7,879
7,928
8,362
8,459
8,552
8,648
8,685
8,697
8,719
8,856
8,936
8,948
9,232
9,571
9,672
9,763
9,777
9,831
9,909
9,930
9,935
9,945
10,113
10,306
10,617
10,656
10,722
10,799
10,827
10,838
10,876
10,936
11,137
11,155
11,632
11,638
11,639
11,686
11,826
11,841
11,846
11,898
12,199
12,326
12,384
12,666
12,698
12,751
12,753
12,762
12,774
12,826
13,157
13,170
13,603
13,646
13,717
13,831
13,847
13,885
13,889
13,945
14,69
14,488
14,513
14,610
14,774
14,876
14,917
14,927
14,962
14,981
15,471
15,649
15,653
15,709
15,716
15,731
15,741
15,750
15,752
15,955
16,187
16,208
16,232
16,332
16,490
16,520
16,635
16,784
16,899
16,908
17,31
17,244
17,452
17,517
17,610
17,808
17,834
17,881
17,919
17,958
18,1
18,765
18,790
18,898
18,906
18,949
18,963
18,965
18,968
18,995
19,199
19,367
19,371
19,400
19,413
19,426
19,478
19,509
19,536
19,802
20,95
20,285
20,367
20,371
20,400
20,413
20,426
20,664
20,902
20,980
21,297
21,579
21,599
21,621
21,817
21,897
21,914
21,944
21,956
21,960
22,28
22,721
22,735
22,798
22,879
22,912
22,920
22,934
22,935
22,966
23,248
23,599
23,674
23,708
23,736
23,787
23,789
23,810
23,848
23,855
24,260
24,265
24,343
24,456
24,476
24,518
24,557
24,594
24,596
24,639
25,95
25,181
25,739
25,781
25,888
25,949
25,975
25,977
25,994
25,997
26,4
26,265
26,450
26,647
26,724
26,738
26,750
26,769
26,810
26,887
27,106
27,205
27,682
27,729
27,738
27,771
27,779
27,942
27,951
27,995
28,22
28,324
28,390
28,846
28,888
28,894
28,933
28,961
28,964
28,996
29,60
29,505
29,593
29,781
29,809
29,850
29,893
29,958
29,984
29,998
30,227
30,450
30,532
30,535
30,575
30,724
30,738
30,769
