id_0,id_1
0,10
0,109
0,147
0,165
0,191
0,237
0,307
0,313
0,334
0,915
1,222
1,895
1,920
1,936
1,950
1,962
1,971
1,976
1,982
1,999
2,479
2,625
2,706
2,802
2,880
2,881
2,926
2,940
2,953
2,960
3,5
3,16
3,20
3,23
3,31
3,66
3,71
3,89
3,98
3,427
4,572
4,588
4,686
4,757
4,791
4,804
4,841
4,862
4,869
4,871
5,3
5,16
5,20
5,23
5,31
5,66
5,71
5,89
5,98
5,885
6,101
6,753
6,818
6,838
6,845
6,849
6,863
6,864
6,873
6,918
7,439
7,884
7,955
7,957
7,961
7,985
7,986
7,988
7,992
7,997
8,504
8,577
8,620
8,635
8,653
8,663
8,668
8,674
8,678
8,965
9,141
9,202
9,413
9,601
9,659
9,664
9,713
9,721
9,728
9,863
10,0
10,109
10,123
10,157
10,165
10,237
10,307
10,313
10,334
10,888
11,52
11,125
11,371
11,606
11,619
11,634
11,687
11,765
11,769
11,806
12,33
12,146
12,183
12,184
12,197
12,212
12,227
12,233
12,273
12,760
13,22
13,28
13,35
13,44
13,45
13,60
13,68
13,70
13,100
13,871
14,27
14,108
14,114
14,168
14,236
14,257
14,269
14,280
14,310
14,348
15,417
15,577
15,620
15,635
15,653
15,663
15,668
15,674
15,678
15,848
16,3
16,5
16,20
16,23
16,31
16,66
16,71
16,89
16,98
16,934
17,119
17,135
17,306
17,527
17,593
17,599
17,607
17,682
17,688
17,691
18,602
18,639
18,784
18,832
18,842
18,898
18,900
18,938
18,942
18,954
19,88
19,825
19,837
19,843
19,860
19,861
19,891
19,914
19,943
19,974
20,3
20,5
20,16
20,23
20,31
20,66
20,71
20,89
20,98
20,481
21,48
21,448
21,611
21,723
21,748
21,776
21,803
21,817
21,834
21,997
22,13
22,28
22,35
22,44
22,45
22,60
22,68
22,70
22,100
22,947
23,3
23,5
23,16
23,20
23,31
23,66
23,71
23,89
23,98
23,206
24,262
24,300
24,421
24,610
24,657
24,763
24,848
24,870
24,883
24,910
25,36
25,649
25,807
25,870
25,957
25,965
25,969
25,986
25,992
25,997
26,88
26,345
26,596
26,686
26,709
26,732
26,772
26,779
26,786
26,947
27,14
27,51
27,108
27,114
27,236
27,257
27,269
27,280
27,310
27,410
28,13
28,22
28,35
28,44
28,45
28,60
28,68
28,70
28,100
28,897
29,142
29,261
29,308
29,325
29,335
29,427
29,475
29,478
29,499
29,509
30,33
30,146
30,172
30,183
30,184
30,197
30,212
30,233
30,273
30,623
31,3
31,5
31,16
31,20
31,23
31,53
31,66
31,71
31,89
31,98
32,434
32,595
32,774
32,780
32,785
32,875
32,897
32,919
32,933
32,938
33,12
33,30
33,146
33,172
33,183
33,184
33,197
33,227
33,273
33,462
34,59
34,67
34,82
34,116
34,130
34,216
34,223
34,254
34,278
34,913
35,13
35,22
35,28
35,44
35,45
35,60
35,68
35,70
35,100
35,248
36,25
36,91
36,270
36,413
36,659
36,680
36,713
36,721
36,728
36,796
37,575
37,826
37,842
37,915
37,931
37,951
37,964
37,967
37,972
37,977
38,839
38,937
38,957
38,959
38,969
38,985
38,986
38,988
38,992
38,997
39,146
39,181
39,199
39,748
39,776
39,782
39,788
39,803
39,834
39,855
40,156
40,408
40,493
40,596
40,686
40,732
40,772
40,779
40,785
40,786
41,425
41,428
41,529
41,598
41,619
41,621
41,687
41,765
41,769
41,806
42,403
42,410
42,493
42,596
42,709
42,732
42,752
42,772
42,779
42,786
43,75
43,178
43,399
43,481
43,657
43,704
43,761
43,836
43,851
43,910
44,13
44,22
44,28
44,35
44,45
44,60
44,68
44,70
44,100
44,723
45,13
45,22
45,28
45,35
45,44
45,60
45,68
45,70
45,100
45,772
46,387
46,751
46,760
46,924
46,948
46,958
46,964
46,967
46,972
46,977
47,654
47,888
47,903
47,927
47,944
47,949
47,955
47,970
47,975
47,991
48,21
48,648
48,723
48,754
48,782
48,788
48,817
48,834
48,855
48,966
49,539
49,764
49,799
49,844
49,881
49,926
49,930
49,940
49,953
49,960
50,133
50,425
50,431
50,445
50,447
50,470
50,505
50,564
50,587
50,590
51,27
51,53
51,108
51,114
51,131
51,168
51,236
51,257
51,310
51,990
52,11
52,365
52,529
52,566
52,606
52,638
52,765
52,769
52,806
52,964
53,31
53,51
53,108
53,114
53,131
53,168
53,236
53,269
53,280
53,310
54,719
54,764
54,844
54,881
54,926
54,930
54,932
54,940
54,953
54,960
55,329
55,487
55,642
55,809
55,822
55,881
55,926
55,940
55,953
55,960
56,364
56,436
56,597
56,624
56,771
56,926
56,930
56,940
56,953
56,960
57,297
57,724
57,835
57,861
57,868
57,882
57,889
57,891
57,943
57,974
58,95
58,525
58,526
58,542
58,573
58,579
58,585
58,600
58,637
58,640
59,34
59,67
59,116
59,121
59,130
59,211
59,216
59,254
59,278
59,477
60,13
60,22
60,28
60,35
60,44
60,45
60,68
60,70
60,100
60,652
61,821
61,908
61,936
61,946
61,950
61,962
61,976
61,978
61,982
61,999
62,538
62,591
62,766
62,775
62,834
62,875
62,897
62,911
62,919
62,933
63,158
63,255
63,267
63,308
63,325
63,392
63,427
63,475
63,478
63,499
64,225
64,673
64,736
64,746
64,818
64,838
64,845
64,864
64,873
64,918
65,705
65,745
65,899
65,906
65,939
65,952
65,966
65,983
65,984
65,993
66,3
66,5
66,16
66,20
66,23
66,31
66,71
66,89
66,98
66,517
67,34
67,59
67,82
67,121
67,130
67,211
67,216
67,223
67,254
67,929
68,13
68,22
68,28
68,35
68,44
68,45
68,60
68,70
68,100
68,642
69,452
69,561
69,625
69,799
69,802
69,880
69,930
69,940
69,953
69,960
70,13
70,22
70,28
70,35
70,44
70,45
70,60
70,68
70,100
70,962
71,3
71,5
71,16
71,20
71,23
71,31
71,66
71,89
71,98
71,935
72,652
72,697
72,712
72,737
72,767
72,799
72,824
72,854
72,892
72,904
73,483
73,520
73,537
73,689
73,711
73,725
73,735
73,762
73,771
73,800
74,450
74,474
74,770
74,859
74,868
74,889
74,891
74,909
74,943
74,974
75,43
75,101
75,153
75,297
75,312
75,324
75,384
75,387
75,466
75,476
76,876
76,929
76,936
76,945
76,946
76,971
76,976
76,978
76,979
76,999
77,411
77,905
77,934
77,947
77,966
77,983
77,984
77,989
77,993
77,994
78,486
78,533
78,766
78,780
78,808
78,897
78,911
78,919
78,933
78,950
79,128
79,235
79,677
79,707
79,738
79,753
79,797
79,857
79,863
79,918
80,320
80,506
80,512
80,558
80,637
80,651
80,671
80,739
80,747
80,793
81,87
81,187
81,203
81,318
81,359
81,419
81,491
81,561
81,567
81,580
82,34
82,67
82,116
82,121
82,211
82,216
82,223
82,254
82,278
82,927
83,109
83,147
83,157
83,165
83,191
83,237
83,307
83,313
83,334
83,961
84,135
84,241
84,249
84,371
84,529
84,598
84,634
84,638
84,661
84,806
85,189
85,540
85,805
85,853
85,905
85,952
85,983
85,989
85,993
85,994
86,124
86,141
86,296
86,418
86,429
86,497
86,601
86,659
86,713
86,796
87,81
87,134
87,736
87,738
87,818
87,831
87,845
87,849
87,857
87,918
88,19
88,26
88,457
88,551
88,596
88,686
88,709
88,772
88,779
88,786
89,3
89,5
89,16
89,20
89,23
89,31
89,66
89,71
89,98
89,131
90,881
90,916
90,929
90,945
90,962
90,963
90,976
90,978
90,982
90,999
91,36
91,149
91,296
91,601
91,615
91,659
91,680
91,713
91,796
91,944
92,100
92,259
92,345
92,408
92,596
92,686
92,732
92,772
92,779
92,786
93,749
93,946
93,950
93,962
93,963
93,971
93,978
93,979
93,982
93,999
94,327
94,358
94,525
94,535
94,573
94,579
94,585
94,600
94,640
94,927
95,58
95,519
95,525
95,535
95,542
95,573
95,579
95,600
95,640
95,872
96,734
96,740
96,970
96,981
96,984
96,987
96,990
96,995
96,996
96,998
97,380
97,469
97,631
97,731
97,767
97,854
97,858
97,877
97,886
97,904
98,3
98,5
98,16
98,20
98,23
98,31
98,66
98,71
98,89
98,445
99,112
99,220
99,245
99,251
99,285
99,319
99,344
99,350
99,405
99,583
100,13
100,22
100,28
100,35
100,44
100,45
100,60
100,68
100,70
100,92
101,6
101,75
101,110
101,297
101,342
101,383
101,384
101,387
101,466
101,476
102,633
102,856
102,887
102,903
102,944
102,949
102,973
102,975
102,980
102,991
103,206
103,552
103,719
103,778
103,799
103,881
103,926
103,930
103,953
103,960
104,167
104,446
104,833
104,843
104,856
104,861
104,882
104,909
104,914
104,943
105,616
105,757
105,783
105,791
105,804
105,810
105,841
105,862
105,869
105,871
106,240
106,260
106,543
106,632
106,832
106,867
106,893
106,936
106,938
106,942
106,954
107,118
107,136
107,267
107,308
107,335
107,392
107,427
107,475
107,478
107,509
107,816
108,14
108,27
108,51
108,53
108,131
108,168
108,236
108,257
108,269
108,310
108,556
109,0
109,10
109,83
109,123
109,157
109,165
109,191
109,237
109,307
109,334
109,669
110,101
110,153
110,171
110,297
110,312
110,383
110,384
110,387
110,466
110,476
110,848
111,119
111,231
111,276
111,277
111,401
111,512
111,593
111,599
111,618
111,688
111,691
112,99
112,194
112,220
112,239
112,245
112,251
112,285
112,319
112,344
112,350
112,405
113,356
113,399
113,610
113,699
113,763
113,802
113,836
113,848
113,851
113,883
113,910
114,14
114,27
114,51
114,53
114,131
114,236
114,257
114,269
114,280
114,310
114,600
115,887
115,888
115,890
115,898
115,944
115,949
115,955
115,973
115,975
115,980
115,991
116,34
116,59
116,82
116,121
116,130
116,211
116,216
116,223
116,254
116,278
116,998
117,777
117,937
117,957
117,959
117,961
117,969
117,984
117,985
117,988
117,992
117,997
118,107
118,136
118,142
118,267
118,392
118,427
118,475
118,478
118,499
118,509
118,874
119,17
119,111
119,159
119,277
119,361
119,401
119,596
119,599
119,682
119,688
119,691
120,547
120,659
120,870
120,937
120,961
120,969
120,985
120,986
120,988
120,992
120,997
121,59
121,67
121,82
121,116
121,130
121,211
121,216
121,223
121,254
121,278
121,534
122,406
122,452
122,706
122,778
122,822
122,862
122,926
122,930
122,940
122,953
122,960
123,10
123,109
123,147
123,157
123,165
123,191
123,237
123,307
123,313
123,334
123,398
124,86
124,296
124,418
124,497
124,680
124,713
124,721
124,728
124,796
124,847
124,967
125,11
125,294
125,298
125,318
125,359
125,368
125,419
125,491
125,561
125,567
125,580
126,139
126,141
126,149
126,337
126,497
126,615
126,659
126,664
126,728
126,796
126,839
127,199
127,369
127,611
127,716
127,776
127,782
127,788
127,803
127,813
127,855
127,969
128,79
128,565
128,683
128,721
128,797
128,838
128,845
128,849
128,863
128,864
128,918
129,591
129,628
129,774
129,775
129,808
129,861
129,875
129,894
129,897
129,911
129,933
130,34
130,59
130,67
130,116
130,121
130,211
130,216
130,223
130,254
130,278
130,439
131,51
131,53
131,89
131,108
131,114
131,168
131,257
131,269
131,280
131,310
131,741
132,171
132,297
132,312
132,324
132,342
132,383
132,384
132,387
132,466
132,476
132,665
133,50
133,164
133,231
133,232
133,362
133,395
133,407
133,447
133,505
133,587
133,590
134,87
134,738
134,818
134,831
134,838
134,849
134,857
134,863
134,864
134,882
134,918
135,17
135,84
135,582
135,598
135,606
135,634
135,638
135,669
135,687
135,769
135,806
136,107
136,118
136,142
136,267
136,308
136,427
136,475
136,478
136,499
136,509
136,829
137,547
137,756
137,887
137,890
137,895
137,903
137,949
137,973
137,975
137,980
137,991
138,545
138,743
138,837
138,868
138,872
138,882
138,885
138,909
138,912
138,914
138,944
139,126
139,418
139,502
139,601
139,615
139,680
139,713
139,721
139,728
139,796
139,954
140,681
140,878
140,952
140,956
140,968
140,981
140,987
140,990
140,995
140,996
140,998
141,9
141,86
141,126
141,180
141,452
141,497
141,615
141,664
141,680
141,728
141,796
142,29
142,118
142,136
142,158
142,308
142,335
142,392
142,475
142,499
142,509
142,837
143,293
143,320
143,358
143,486
143,519
143,525
143,526
143,542
143,579
143,585
143,640
144,200
144,221
144,294
144,298
144,359
144,368
144,419
144,491
144,561
144,567
144,580
145,654
145,822
145,887
145,888
145,903
145,927
145,955
145,973
145,975
145,980
145,991
146,12
146,30
146,33
146,39
146,172
146,183
146,184
146,212
146,227
146,233
146,273
147,0
147,83
147,123
147,157
147,165
147,191
147,237
147,307
147,313
147,334
147,751
148,482
148,557
148,577
148,620
148,635
148,653
148,663
148,668
148,674
148,678
148,987
149,91
149,126
149,180
149,296
149,367
149,659
149,680
149,713
149,721
149,728
149,796
150,705
150,755
150,794
150,805
150,935
150,952
150,983
150,984
150,989
150,993
150,994
151,813
151,878
151,913
151,923
151,956
151,968
151,970
151,987
151,990
151,995
151,998
152,507
152,520
152,537
152,563
152,711
152,714
152,735
152,762
152,771
152,800
152,872
153,75
153,110
153,312
153,324
153,342
153,383
153,384
153,387
153,466
153,476
153,784
154,202
154,218
154,296
154,418
154,497
154,502
154,659
154,664
154,721
154,728
154,796
155,781
155,870
155,937
155,959
155,969
155,975
155,985
155,986
155,988
155,992
155,997
156,40
156,247
156,259
156,493
156,551
156,686
156,709
156,732
156,772
156,779
156,786
157,10
157,83
157,109
157,123
157,147
157,165
157,237
157,307
157,313
157,334
157,632
158,63
158,142
158,308
158,325
158,335
158,392
158,427
158,475
158,499
158,509
158,791
159,119
159,201
159,306
159,328
159,361
159,401
159,599
159,602
159,682
159,688
159,691
160,198
160,591
160,766
160,780
160,785
160,808
160,871
160,897
160,919
160,933
160,993
161,463
161,720
161,731
161,767
161,824
161,854
161,858
161,877
161,886
161,892
161,904
162,217
162,385
162,770
162,856
162,882
162,885
162,889
162,891
162,909
162,925
162,974
163,548
163,602
163,639
163,832
163,852
163,879
163,893
163,900
163,938
163,942
163,954
164,133
164,236
164,395
164,407
164,425
164,431
164,445
164,447
164,564
164,587
164,590
165,0
165,10
165,83
165,109
165,123
165,147
165,157
165,191
165,313
165,334
165,827
166,450
166,517
166,825
166,833
166,837
166,889
166,912
166,914
166,933
166,943
166,974
167,104
167,290
167,588
167,613
167,616
167,698
167,816
167,841
167,862
167,869
167,871
168,14
168,51
168,53
168,108
168,131
168,232
168,236
168,257
168,269
168,280
168,310
169,778
169,937
169,959
169,961
169,965
169,969
169,985
169,986
169,988
169,992
169,997
170,369
170,578
170,670
170,716
170,748
170,788
170,813
170,817
170,834
170,855
170,919
171,110
171,132
171,297
171,312
171,324
171,342
171,383
171,387
171,416
171,466
171,476
172,30
172,33
172,146
172,183
172,184
172,197
172,212
172,227
172,233
172,273
172,645
173,707
173,811
173,865
173,913
173,921
173,932
173,968
173,987
173,990
173,995
173,996
174,316
174,908
174,916
174,945
174,946
174,950
174,962
174,971
174,979
174,982
174,999
175,642
175,764
175,778
175,844
175,880
175,926
175,930
175,940
175,953
175,960
175,971
176,226
176,537
176,689
176,696
176,703
176,714
176,725
176,759
176,762
176,774
176,800
177,402
177,652
177,665
177,700
177,712
177,731
177,858
177,877
177,886
177,892
177,904
178,43
178,430
178,461
178,679
178,690
178,761
178,836
178,848
178,851
178,883
178,910
179,286
179,329
179,364
179,382
179,597
179,799
179,802
179,880
179,930
179,955
179,960
180,141
180,149
180,421
180,497
180,601
180,615
180,664
180,680
180,713
180,721
180,728
181,39
181,490
181,578
181,662
181,723
181,748
181,776
181,813
181,817
181,834
181,855
182,281
182,288
182,412
182,429
182,467
182,474
182,523
182,594
182,623
182,665
182,968
183,12
183,30
183,33
183,146
183,172
183,197
183,212
183,227
183,233
183,273
183,948
184,12
184,30
184,33
184,146
184,172
184,197
184,212
184,227
184,233
184,273
184,881
185,824
185,899
185,941
185,947
185,952
185,966
185,983
185,984
185,989
185,993
185,994
186,352
186,751
186,825
186,835
186,843
186,859
186,860
186,889
186,914
186,925
186,974
187,81
187,206
187,294
187,298
187,318
187,368
187,419
187,561
187,567
187,580
187,850
188,331
188,441
188,733
188,790
188,791
188,839
188,866
188,901
188,902
188,917
188,928
189,85
189,301
189,472
189,506
189,539
189,651
189,671
189,739
189,744
189,747
189,793
190,894
190,937
190,957
190,959
190,961
190,965
190,969
190,985
190,986
190,992
190,997
191,0
191,83
191,109
191,123
191,147
191,165
191,237
191,307
191,313
191,334
191,979
192,215
192,920
192,929
192,946
192,950
192,971
192,976
192,978
192,979
192,982
192,999
193,666
193,879
193,957
193,959
193,961
193,965
193,985
193,986
193,988
193,992
193,997
194,112
194,220
194,239
194,245
194,251
194,285
194,319
194,344
194,350
194,405
194,957
195,281
195,288
195,435
195,456
195,474
195,494
195,523
195,550
195,623
195,665
195,845
196,271
196,395
196,407
196,431
196,445
196,447
196,470
196,505
196,564
196,590
196,617
197,12
197,30
197,33
197,172
197,183
197,184
197,212
197,227
197,233
197,273
197,926
198,160
198,416
198,533
198,628
198,775
198,828
198,849
198,894
198,911
198,919
