id_0,id_1
0,53
0,63
0,149
0,161
0,261
0,387
0,409
0,641
0,867
0,954
1,8
1,105
1,163
1,236
1,259
1,517
1,527
1,555
1,808
1,882
2,49
2,64
2,158
2,231
2,249
2,264
2,281
2,350
2,714
2,946
3,96
3,455
3,755
3,818
3,899
3,911
3,959
3,965
3,983
3,998
4,335
4,587
4,908
4,945
4,957
4,963
4,964
4,977
4,981
4,993
5,8
5,175
5,259
5,460
5,469
5,484
5,517
5,555
5,709
5,992
6,98
6,363
6,364
6,530
6,557
6,575
6,633
6,661
6,668
6,917
7,191
7,344
7,745
7,810
7,822
7,886
7,905
7,925
7,935
7,990
8,1
8,5
8,22
8,236
8,259
8,353
8,517
8,555
8,789
8,872
9,245
9,397
9,404
9,442
9,519
9,538
9,674
9,684
9,798
9,815
10,65
10,288
10,302
10,482
10,492
10,587
10,653
10,847
10,881
10,897
11,308
11,535
11,542
11,594
11,640
11,660
11,687
11,691
11,793
11,866
12,186
12,325
12,337
12,385
12,564
12,640
12,650
12,672
12,755
12,898
13,14
13,55
13,221
13,223
13,256
13,257
13,352
13,400
13,513
13,600
14,13
14,106
14,136
14,202
14,221
14,223
14,277
14,400
14,750
14,834
15,268
15,293
15,784
15,800
15,849
15,894
15,943
15,950
15,951
15,956
16,164
16,589
16,670
16,771
16,832
16,835
16,841
16,842
16,880
16,905
17,283
17,301
17,353
17,391
17,438
17,475
17,545
17,553
17,571
17,923
18,150
18,164
18,349
18,574
18,576
18,603
18,710
18,751
18,801
18,965
19,282
19,309
19,346
19,354
19,360
19,399
19,416
19,550
19,602
19,959
20,236
20,349
20,364
20,367
20,515
20,575
20,633
20,661
20,668
20,945
21,40
21,282
21,309
21,346
21,354
21,366
21,416
21,550
21,804
21,864
22,8
22,30
22,107
22,175
22,460
22,484
22,517
22,555
22,643
22,716
23,78
23,127
23,137
23,326
23,404
23,569
23,623
23,624
23,747
23,916
24,53
24,63
24,161
24,238
24,261
24,337
24,387
24,409
24,899
24,924
25,582
25,665
25,688
25,757
25,762
25,771
25,777
25,823
25,882
25,922
26,197
26,298
26,632
26,635
26,679
26,792
26,851
26,876
26,896
26,922
27,78
27,210
27,280
27,401
27,601
27,640
27,660
27,687
27,792
27,793
28,316
28,506
28,588
28,643
28,829
28,845
28,852
28,935
28,961
28,990
29,384
29,648
29,778
29,784
29,821
29,893
29,937
29,938
29,945
29,990
30,22
30,105
30,163
30,236
30,263
30,460
30,484
30,517
30,817
30,938
31,407
31,449
31,629
31,679
31,749
31,788
31,821
31,851
31,861
31,922
32,116
32,122
32,152
32,190
32,222
32,383
32,450
32,461
32,968
32,987
33,124
33,162
33,484
33,705
33,796
33,816
33,839
33,917
33,948
33,985
34,76
34,77
34,171
34,269
34,295
34,379
34,412
34,424
34,593
34,723
35,246
35,353
35,405
35,438
35,475
35,545
35,571
35,671
35,701
35,747
36,117
36,359
36,391
36,433
36,467
36,526
36,544
36,551
36,598
36,953
37,39
37,319
37,809
37,856
37,906
37,949
37,979
37,982
37,987
37,991
38,163
38,234
38,303
38,392
38,522
38,710
38,751
38,765
38,801
38,879
39,37
39,88
39,164
39,234
39,443
39,522
39,574
39,588
39,751
39,801
40,21
40,80
40,219
40,282
40,399
40,416
40,550
40,783
40,942
40,990
41,141
41,429
41,497
41,529
41,646
41,884
41,954
41,981
41,984
41,986
42,98
42,493
42,692
42,854
42,858
42,881
42,930
42,947
42,955
42,994
43,66
43,171
43,189
43,228
43,237
43,269
43,295
43,379
43,412
43,712
44,159
44,483
44,646
44,693
44,776
44,898
44,914
44,988
44,995
44,999
45,258
45,285
45,471
45,694
45,853
45,928
45,979
45,982
45,987
45,989
46,173
46,279
46,397
46,462
46,488
46,538
46,674
46,684
46,834
46,998
47,266
47,421
47,443
47,554
47,716
47,828
47,844
47,860
47,874
47,931
48,500
48,507
48,528
48,573
48,848
48,883
48,890
48,902
48,909
48,946
49,2
49,155
49,158
49,231
49,249
49,281
49,350
49,359
49,467
49,902
50,84
50,559
50,721
50,821
50,877
50,893
50,923
50,937
50,938
50,954
51,703
51,814
51,834
51,847
51,866
51,868
51,870
51,901
51,921
51,939
52,130
52,363
52,672
52,780
52,899
52,911
52,927
52,978
52,983
52,998
53,0
53,24
53,95
53,238
53,261
53,387
53,409
53,504
53,509
53,754
54,393
54,464
54,577
54,630
54,712
54,788
54,893
54,896
54,922
54,948
55,13
55,106
55,202
55,221
55,223
55,256
55,352
55,400
55,594
55,997
56,431
56,723
56,779
56,845
56,896
56,906
56,952
56,960
56,982
56,989
57,312
57,392
57,437
57,443
57,522
57,538
57,710
57,751
57,801
57,974
58,138
58,149
58,505
58,639
58,811
58,865
58,981
58,984
58,986
58,988
59,349
59,439
59,445
59,517
59,521
59,530
59,575
59,661
59,668
59,755
60,255
60,602
60,646
60,705
60,928
60,952
60,979
60,987
60,989
60,991
61,354
61,543
61,829
61,895
61,926
61,942
61,949
61,952
61,967
61,975
62,152
62,190
62,222
62,271
62,418
62,446
62,458
62,533
62,839
62,846
63,0
63,24
63,149
63,238
63,261
63,387
63,409
63,552
63,857
63,869
64,2
64,154
64,155
64,231
64,249
64,281
64,350
64,813
64,859
64,909
65,10
65,71
65,218
65,407
65,459
65,587
65,609
65,613
65,653
65,691
66,43
66,77
66,189
66,202
66,228
66,295
66,379
66,412
66,719
66,909
67,258
67,752
67,806
67,809
67,906
67,928
67,937
67,982
67,987
67,994
68,199
68,338
68,364
68,439
68,557
68,563
68,633
68,661
68,668
68,711
69,124
69,431
69,524
69,664
69,699
69,713
69,719
69,761
69,781
69,827
70,275
70,476
70,488
70,800
70,813
70,932
70,943
70,950
70,951
70,956
71,65
71,203
71,513
71,527
71,533
71,558
71,673
71,706
71,758
71,852
72,508
72,529
72,567
72,593
72,737
72,803
72,861
72,871
72,907
72,986
73,132
73,493
73,660
73,845
73,928
73,932
73,952
73,979
73,989
73,991
74,549
74,557
74,613
74,892
74,940
74,962
74,988
74,992
74,995
74,999
75,509
75,826
75,850
75,908
75,945
75,957
75,971
75,977
75,979
75,993
76,34
76,77
76,171
76,228
76,269
76,374
76,379
76,412
76,711
76,767
77,34
77,66
77,76
77,171
77,189
77,269
77,385
77,412
77,480
77,493
78,23
78,27
78,308
78,535
78,594
78,640
78,677
78,687
78,793
78,994
79,239
79,399
79,453
79,631
79,646
79,730
79,774
79,786
79,800
79,819
80,40
80,282
80,309
80,346
80,399
80,416
80,550
80,657
80,709
80,970
81,374
81,600
81,632
81,664
81,699
81,746
81,761
81,763
81,781
81,791
82,174
82,327
82,512
82,669
82,689
82,732
82,738
82,752
82,797
82,804
83,262
83,293
83,658
83,688
83,724
83,757
83,771
83,822
83,823
83,899
84,50
84,229
84,349
84,445
84,530
84,557
84,633
84,661
84,668
84,777
85,285
85,420
85,482
85,586
85,587
85,609
85,613
85,653
85,822
85,901
86,342
86,580
86,817
86,890
86,901
86,902
86,909
86,920
86,940
86,946
87,298
87,308
87,378
87,401
87,511
87,542
87,634
87,687
87,793
87,930
88,39
88,200
88,326
88,404
88,437
88,511
88,569
88,623
88,624
88,893
89,387
89,649
89,728
89,889
89,890
89,901
89,902
89,909
89,946
89,953
90,108
90,187
90,494
